ANN_IMPST,TIPO_DICH_ACCERT,FLG_PRES_ADESIONE,INNESCO,TIPO_CONTROLLO,TIPOLOGIA_CON,FLG_PRES_RICORSO,SETT_IMP,PESO,PESO_ADESIONE,AFFIDABILITA,SOLVIBILITA,STATO_CONTROLLO,FL_CONDONO,RIM_DA_RES_AUT,RIMB_NON_CONC,RIMB_NON_CONC_DEF,RIMB_NON_CONC_AUT,CREDITO_NON_RIC_AUT,DEBITO_IMPOSTA_AUT,IVA_OP_IMPON_DIC,CREDITI_IVA_DIC,VOL_AFF_DICH,VOL_ACC_DEF,DETR_IVA_DIC,DETR_IVA_ACC,FLG_PRES_RISCOSS,INDAGINE_BANCARIA,MAG_IMP_IRPEF_ACC,MAG_IMP_IRPEF_DEF,MAG_IMP_RIT_ACC,MAG_IMP_RIT_DEF,DEBITI_IVA_DIC,COD_MOD_DICH,COD_CLASSE_VOLUME,IMP_BEN_AMM,IMP_BEN_NO_AMM,IMP_BENI_ALTRI,IMP_INTRA_IMPOST,IMP_IMPOR_IMPON,IMP_IMPOR_IMPOST,IMP_ESPORTAZ,IMP_OPER_INT,IMP_VE_OPESEN,IMP_OPER_NOIMP,IMP_CESS_BENI,IMP_VE_VOLAFF,IMP_ACQ_NOIMP,IMP_ACQ_ESENTI,IMP_ACQ_NODETR,IMP_OPER,IMP_IVA_DEB,IMP_CREDAP_COMP,IMP_CRED_AP,IMP_VERS_PERIOD,IMP_CONSUM_IMPON,IMP_SOGG_IVA_IMPON,IMP_V_AGG_IMPON,IMP_V_AGG_IVA,VAL_ALIQ_M_VOL_IMP,VAL_ALIQ_M_ACQ_IMP,VAL_ALIQ_MEDIA_VOL,VAL_ALIQ_MEDIA_ACQ,FLG_PRES_BILANCIO,COD_NATURA_GIUR,COD_STATO_DOC,COD_DIR_REG,FLG_VC,FLG_RF,FLG_FC,COD_ATTIV_GEN,IMP_UTIL_CONTEC,IMP_PERD_CONTEC,IMP_RIM_FINALI,IMP_ESISTZ,IMP_IMPST_NETTA,IMP_ECC_PREC,IMP_ECC_PREC_F24,IMP_IMPST_DEBITO,IMP_IMPST_CREDIT,cod_uff_prov_gen,cod_uff_ann_gen,imp_ricavi_comp_attiv,imp_tot_pos,imp_sps_prest_lavoro,imp_tot_neg,imp_redd_lrd_attiv,imp_redd_imp_attiv,VAR_CREDITO,VAR_RIMBORSO,VAR_DETRAZIONE,VAR_VOL_AFF_POS,VAR_VOL_AFF_NEG,CNR_S_AND_EXT_Obi
2003,3,1,2,1,1,0,4,45,48,3,3,19,0,0,0,0,0,0,0,-466745,441758,27245028,27245028,1444877,1337486,1,0,0,0,0,0,0,6,7,61681,47722,8548983,286532,1243007,0,0,8362924,178550,0,22877,27245028,428791,233907,68995,0,1003119,400423,425410,0,0,0,-2269915,5306335,20,19.83,3.68,6.59,1,3,2,911,1,1,0,6,0,187776,0,0,0,10728,10728,0,70079,PO,PO,27289214,0,3501648,0,-147615,-147615,466745,0,466745,28271024,22877,0
2001,2,0,1,1,2,0,3,18,0,3,3,18,0,0,0,0,0,0,0,-38741.5,38257.06,1283657.75,0,0,0,0,0,0,0,0,0,0,5,4,20968,0,22283,0,0,0,188552,282647,0,0,0,1283658,6227,15,5549,0,0,0,484,0,0,0,-909418,172597,0,4.21,0,3.44,0,24,2,917,1,1,0,10,17457,0,0,0,0,0,0,0,0,BA,BA,1326674,0,0,0,36530,36530,20008,20004,4,1283658,0,0
2002,3,0,2,1,8,0,4,18,0,3,3,21,0,0,0,0,0,0,0,-48344,48344,1247396,1247396,0,0,0,0,0,0,0,0,0,6,4,3716,0,334743,0,0,0,0,0,0,0,0,1247396,0,166,0,0,60168,80568,80568,0,0,0,291733,291567,4.82,11.35,4.82,11.35,1,2,2,921,0,1,0,8,5718,0,0,0,8777,8799,5322,5300,0,OR,OR,1247396,0,196338,0,24880,24880,48344,0,48344,1307565,0,0
2002,3,0,1,1,1,0,4,35,0,4,4,3,0,0,0,0,0,0,0,-8625,4268,21636,0,0,0,0,0,0,0,0,0,0,6,1,0,0,34950,0,0,0,0,0,0,0,0,21636,0,0,0,0,2164,474,4831,0,0,0,-13314,-13314,10,18.41,10,18.4,1,4,2,918,0,1,0,12,0,12778,0,0,0,0,0,0,0,MT,MT,21636,0,0,0,-12689,-12689,8625,0,8625,23800,0,0
2002,2,1,2,1,8,0,4,18,0,3,3,20,0,0,0,0,0,0,0,-10329,10329,765720,781744,0,0,1,0,0,0,0,0,0,5,4,15434,0,53477,0,0,0,0,0,0,0,0,765720,0,0,959,0,35148,10619,10619,0,0,0,21196,20237,4.59,6.11,4.59,6.1,0,24,2,903,0,1,1,10,11378,0,0,0,0,0,0,0,0,GE,GE,764566,0,0,0,12506,12506,10329,0,10329,800867,0,0
2002,3,1,2,1,1,1,4,40,0,2,3,10,0,0,0,0,0,0,0,-203156,182911,9049557,0,0,0,0,0,0,0,0,0,0,6,5,56103,240933,1569993,568,2210716,0,2135477,54266,5409,0,0,9049557,136970,371,21768,0,1153134,321553,341798,0,0,0,-918060,-4339,20,20,12.74,14.76,1,3,2,910,1,1,0,3,5065,0,0,0,49298,0,0,32649,0,AP,AP,9036777,0,637160,0,140088,140088,203156,0,203156,10202120,0,0
2004,3,0,1,1,2,0,4,53,0,1,1,20,0,0,10143,10143,0,0,0,-21026,10525,261485,292017,36673,36673,1,0,0,0,0,0,0,6,3,833,45785,52525,0,0,0,0,0,0,0,0,261485,0,0,3160,0,26148,10172,20673,0,261121,364,53368,50208,10,17.62,10,17.36,1,2,2,909,0,1,0,12,642,0,0,0,0,1561,1561,0,5,RA,RA,264015,0,34747,0,-17532,-17532,21026,19000,2026,287634,0,0
2004,2,1,2,1,1,0,4,20,0,2,2,3,0,0,0,0,0,0,0,-12568,4570,538602,0,71021,68885,0,0,0,0,0,0,0,5,4,0,0,236344,0,0,0,0,0,0,0,0,538602,0,2022,386,0,66451,2217,10215,0,0,538602,-11894,-14302,12.32,12.9,12.34,12.85,0,23,2,919,0,1,0,2,25055,0,0,0,0,0,0,0,0,RC,RC,538906,0,7105,0,27727,27727,12568,0,25587,604950,0,0
2000,2,0,1,1,1,0,9,18.55,0,0,0,29,2,0,0,0,0,0,0,-471.53,390.44,12116.08,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2951,0,0,0,0,0,0,0,5,12116,0,0,14,0,1232,0,24,58,0,0,2647,2628,10.16,17.13,10.17,17.1,0,24,2,907,0,0,0,12,0,0,0,575,0,0,0,0,0,TV,TV,12116,12116,362,10336,1780,1780,472,0,472,13352,5,0
2004,2,1,1,1,A,0,4,35,0,3,3,2,0,0,0,0,0,0,0,-4306,1409,101948,0,21740,21740,0,0,0,0,0,0,0,5,2,0,0,21668,0,0,0,0,292,0,0,0,101948,0,0,0,0,20331,2861,3171,2613,0,101656,-7043,-6751,20,20,19.94,20,0,24,2,907,0,0,0,10,0,0,0,0,0,0,0,0,0,VE,VE,101949,101949,0,107499,-5550,-5550,4306,0,4507,122279,0,0
2002,2,0,1,1,1,0,3,12,0,1,3,21,0,0,0,0,0,0,0,-24786,5772,174080,174080,0,0,0,0,0,0,0,0,0,5,2,54883,44938,19375,0,0,0,0,0,0,0,0,174080,0,6713,35636,0,34816,16048,35062,0,0,0,-28861,-71210,20,20,20,16.55,0,24,3,904,0,0,0,11,0,0,254363,186867,0,0,0,0,0,MI,MI,174080,428443,32671,411135,17308,17308,24786,0,24786,208896,0,0
2002,3,0,1,1,1,0,3,12,0,2,2,20,0,0,0,0,0,0,0,-25321,113755,4409461,4409461,0,0,1,0,0,0,0,0,0,6,4,11768,0,218946,1184,0,0,0,1677397,0,0,18167,4409461,0,1311,3586,0,245304,56725,50860,0,0,0,-992230,998461,10.11,10.54,5.54,10.53,1,4,3,903,0,1,0,1,0,41,0,0,0,0,0,0,0,IM,IM,4385772,0,574095,0,26917,26917,25321,0,113755,4671744,18167,0
2002,2,0,2,1,1,0,5,8,0,3,3,20,0,0,0,0,0,0,0,-78597,3495,382178,443461,0,0,1,0,0,0,0,0,0,5,3,5694,0,18134,0,0,0,0,0,0,0,0,382178,0,0,11492,0,23936,1050,76152,0,0,0,25138,13646,6.26,7.68,6.26,7.44,0,24,2,911,0,1,1,16,0,332217,0,0,0,0,0,0,0,LU,LU,356355,0,0,0,-322749,-322749,78597,0,78597,406114,0,0
2003,3,0,2,1,1,1,4,30,0,2,3,10,0,0,0,0,0,0,0,-258620,318620,22861097,0,1283501,1144829,0,0,0,0,0,0,0,6,6,2784,22591,2526373,121323,4970519,199789,0,1049556,0,0,0,22861097,175149,420,6719,122751,964881,48503,48503,0,0,0,-1627122,35439,4.01,5.67,3.68,5.62,1,3,2,907,0,1,0,10,61000,0,0,0,0,42994,32276,0,27527,PD,PD,22739566,0,398605,0,-17508,-17508,258620,150000,108620,23703228,0,0
2004,2,1,1,1,2,0,4,82,24,3,3,19,0,0,0,0,0,0,0,-5599,932,204115,215878,19554,19554,1,0,0,0,0,0,0,5,3,2102,5113,25929,387,0,0,0,114041,0,0,1100,204115,0,2224,278,387,18622,0,4667,0,0,91174,-7410,103029,20,19.83,8.93,19.34,0,25,2,912,0,1,0,6,28744,0,0,0,0,0,0,0,0,PG,PG,204115,0,53553,0,29285,29285,5599,0,5599,223450,1100,0
2004,2,1,AA,1,A,0,3,12,0,3,3,2,0,0,0,0,0,0,0,-435,358,27222,0,4789,4789,0,0,0,0,0,0,0,5,1,13453,0,6126,0,0,0,0,0,0,0,0,27222,0,52,1274,0,4431,312,312,78,27222,0,105,-1221,16.28,17.66,16.28,16.84,0,25,2,913,0,0,0,18,0,0,3200,800,0,0,0,0,0,VT,VT,27222,30422,4453,52109,-21687,-21687,435,0,435,31653,0,0
2003,3,0,1,1,3,0,4,106,0,3,3,21,0,0,0,0,0,0,0,-23911,19110,11942942,12075952,614679,614679,0,0,0,0,0,0,0,6,5,22853,0,902970,106254,0,0,0,0,0,0,0,11942942,0,0,3549,116071,595569,0,4801,0,0,0,237920,317679,4.04,5.29,4.01,5.29,1,2,2,913,0,1,0,10,15300,0,0,0,26585,11208,11208,26585,0,RM,RM,11937786,0,0,0,82226,82226,23911,0,23911,12422394,0,0
2002,3,1,2,1,8,0,4,18,6,3,3,19,0,0,0,0,0,0,0,-23331,13795,839918,849404,0,0,1,0,0,0,0,0,0,6,4,63777,0,194436,0,0,0,0,0,0,0,0,839918,0,0,10350,0,84342,9160,18696,0,0,0,148966,138616,10.04,14.2,10.04,13.99,1,2,2,920,0,1,0,12,10391,0,0,0,10263,408,0,1392,0,ME,ME,836418,0,150820,0,28507,28507,23331,0,23331,924260,0,0
2001,2,1,1,1,2,0,5,53,0,3,5,8,0,0,0,0,0,0,0,-4047.99,2709.85,174880.57,0,0,0,0,0,0,0,0,0,0,5,2,42,2009,10118,0,0,0,0,0,0,0,0,174881,0,0,2559,0,7439,0,1338,0,0,0,-13610,-16168,4.25,5.38,4.25,5.31,0,25,2,907,0,0,0,11,0,0,2818,4320,0,0,0,0,0,PD,PD,174881,177699,0,196698,-18999,-18999,2091,0,2091,182320,0,0
2002,2,1,1,1,2,0,5,35,16,3,3,19,0,0,0,0,0,0,0,-8532,632,137798,147992,0,0,1,0,0,0,0,0,0,5,2,7750,0,30978,0,0,0,0,0,0,0,15494,137798,0,576,338,0,8660,3572,11411,62,0,0,70383,53975,5.65,11.21,6.28,11.09,0,24,2,911,0,0,0,2,0,0,9370,23344,0,0,0,0,0,AR,AR,137798,172469,0,136966,35503,35503,8532,0,8532,161952,15494,0
2005,3,1,2,1,1,0,4,30,0,1,1,8,0,0,0,0,0,0,0,-1009350,940699,12550490,0,2791737,2789523,0,0,0,0,0,0,0,6,5,188421,429788,2720146,459915,0,0,0,4698862,18893,109080,13450,12550490,2500,21997,174016,460597,1851038,0,68651,0,0,7737105,-6286167,-1671295,17.97,19.91,11.08,19.63,0,2,0,915,0,1,0,5,24748,0,0,0,177843,14593,14593,86697,0,TE,TE,17093675,0,4072315,0,538917,538917,1009350,0,1009350,13954381,13450,0
2002,3,0,1,1,3,0,4,53,0,3,3,2,0,0,0,0,0,0,0,-5478,2613,262922,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8387,0,0,0,0,0,282,189593,0,262922,232242,4553,0,0,14612,3987,6852,0,0,0,-13529,-60449,20,20,5.56,5.33,1,2,3,917,0,1,0,11,0,66975,0,0,0,69,0,0,824,TA,TA,262528,0,16891,0,-26962,-26962,5478,0,6208,277531,0,0
2002,3,0,1,1,1,0,3,18,0,3,3,3,0,0,0,0,0,0,0,-22513,62521,2921376,0,0,0,0,0,0,0,0,0,0,6,4,3606,10761,231224,0,88423,3543,0,318405,0,0,0,2921376,0,0,17097,0,481832,5274,5266,13447,0,0,-462189,31948,20,19.99,15.64,18.84,1,2,2,911,1,1,0,6,0,66615,0,0,0,0,0,0,26624,PO,PO,2928389,0,83964,0,-33348,-33348,22513,0,22523,3373447,0,0
2000,2,1,1,1,2,0,4,53,24,3,3,19,0,0,0,0,0,0,0,-4824.22,439.5,182255.57,186339.72,0,0,1,0,0,0,0,0,0,5,2,1955,0,8283,0,0,0,0,0,144,0,0,182256,0,23,0,0,35727,475,4859,0,0,0,-2224,1371,20,20,19.6,19.99,0,25,2,908,0,0,0,11,0,0,18246,19357,0,0,0,0,0,GO,GO,479427,497712,7023,491902,5810,5810,4824,0,4824,217983,0,0
2002,3,1,2,1,1,0,4,65,0,3,3,36,0,0,0,0,0,0,0,-291522,883522,38561358,38561358,0,0,1,0,0,0,0,0,0,6,7,890410,1230025,10133222,386646,17840,3568,0,0,282508,809477,1356,38561358,346,64906,86089,0,2467427,0,0,0,0,0,16846864,17760018,5.23,16.25,5.08,16.11,1,3,0,904,0,1,0,3,1607630,0,0,0,2645792,0,0,1048914,0,BG,BG,37487554,0,10167306,0,7349423,7349423,291522,0,291522,40520141,1356,0
2003,3,0,AA,1,1,0,3,18,0,1,3,20,0,0,0,0,0,0,0,-93831,82459,4227680,4227680,862953,862953,1,0,0,0,0,0,0,6,4,548,12196,609846,0,0,0,1000,0,22522,0,0,4227680,326086,10341,16088,0,780494,105783,117153,0,0,0,-347975,-439625,19.68,20,18.46,18.49,1,2,3,903,0,1,0,9,0,62428,0,0,0,1436,0,0,2562,SV,SV,4586624,0,159095,0,-51453,-51453,93829,0,93831,5008169,0,0
2003,2,1,1,1,A,0,4,35,16,2,3,19,0,0,0,0,0,0,0,-349,126,0,3000,126,126,1,0,0,0,0,0,0,5,1,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,-632,-632,0,19.94,0,19.94,0,24,2,916,0,0,0,3,0,0,0,0,0,0,0,0,0,CB,CB,0,7561,0,1060,6501,6501,349,0,349,0,0,0
2003,2,1,2,1,2,0,5,20,29,3,3,19,0,0,0,0,0,0,0,-7812,5107,195946,211086,28884,28884,1,0,0,0,0,0,0,5,3,0,0,2110,0,0,0,0,0,0,0,0,195946,-2308,0,0,0,23777,601,3305,0,0,0,-40493,-38185,12.13,12.22,12.13,12.34,0,25,2,914,0,0,1,11,0,0,161985,113205,0,0,0,0,0,,UNKNOWN,195946,359697,0,346731,12966,12966,7811,0,7812,219723,0,0
2003,2,1,1,1,3,0,5,54,16,3,3,19,0,0,0,0,0,0,0,-13096,7730,76170,80108,13013,13013,1,0,0,0,0,0,0,5,2,32807,0,9160,0,0,0,0,0,0,0,0,76170,0,160,3666,0,5283,1606,6972,0,0,0,-4021,-7847,6.94,16.23,6.94,15.49,0,24,2,918,0,0,0,11,0,0,92005,89880,0,0,0,0,0,PZ,PZ,76170,168175,0,149648,18527,18527,13096,0,13276,81453,0,0
2002,3,1,1,1,1,0,1,82,0,2,3,3,0,0,0,0,0,0,0,-303733,213405,449468,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2691696,0,0,0,0,0,0,0,0,449468,0,0,0,0,44962,0,90328,0,0,0,-2242228,-2242228,10,9.6,10,9.6,1,4,2,904,0,1,0,8,0,0,0,0,0,0,0,0,303,MI,MI,449317,0,0,0,0,0,303733,0,303733,494430,0,0
2002,2,0,2,1,2,0,4,8,0,2,3,21,0,0,0,0,0,0,0,-1462,537,39998,77991,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,39998,56,10086,663,0,4000,0,925,0,0,0,9545,-1260,10,14.9,10,11,0,25,2,913,0,0,1,12,0,0,0,10491,0,0,0,0,0,RM,RM,39998,55198,0,51750,3448,3448,1462,0,1462,43998,0,0
2004,3,1,AA,1,2,0,4,53,0,3,3,2,0,0,0,0,0,0,0,-184738,146787,368782,0,167091,167091,0,0,0,0,0,0,0,6,3,3722,0,957857,0,0,0,0,0,0,0,0,368782,0,10,3212,0,20304,0,0,0,0,368782,-697656,-857648,5.51,15.67,5.51,13.62,0,2,2,909,0,1,0,8,0,10972,0,0,0,0,0,0,0,RA,RA,389441,0,0,0,-5853,-5853,0,0,0,389086,0,0
2003,3,0,2,1,1,0,4,20,0,2,3,20,0,0,0,0,0,0,0,-7054,6918,315651,315651,70048,69529,1,0,0,0,0,0,0,6,3,7614,0,346138,0,0,0,0,0,0,0,0,315651,0,0,0,0,63130,147,283,0,0,0,-38101,-38101,20,19.8,20,19.8,1,2,2,913,0,1,0,17,1746,0,0,0,574,0,0,574,0,VT,VT,349563,0,0,0,3014,3014,7054,0,7054,378781,0,0
2003,2,1,1,1,2,0,5,82,24,3,3,19,0,0,0,0,0,0,0,-10332,4888,216243,250480,26512,26512,1,0,0,0,0,0,0,5,3,2264,0,25650,0,0,0,0,0,0,0,0,216243,28,0,0,0,21624,1199,6643,0,0,0,25845,25817,10,13.92,10,13.92,0,24,2,907,0,0,1,12,0,0,8350,4250,0,0,0,0,0,VI,VI,216243,224950,19810,244300,-19350,-19350,10332,0,10332,237867,0,0
2003,3,1,2,1,1,1,4,30,0,3,3,11,0,0,0,0,0,0,0,-309700,284759,18145319,0,3799563,3799563,0,0,0,0,0,0,0,6,6,165777,243068,5548581,0,0,0,129396,454301,0,26896,52550,18145319,2049,119498,5246,0,3514804,474877,499818,0,0,0,-1424602,-980099,20,20,19.37,19.87,1,2,2,910,0,1,0,6,150090,0,0,0,115916,0,0,0,41321,PS,PS,18268510,0,404986,0,340985,340985,309700,0,309700,21712674,52550,0
2002,2,1,1,1,2,0,4,53,24,3,3,19,0,0,0,0,0,0,0,-18540,594,272731,282486,0,0,1,0,0,0,0,0,0,5,3,16708,0,19525,0,0,0,0,0,0,0,0,272731,0,19,1336,0,18445,14622,32568,0,0,0,93235,91880,6.76,10.61,6.76,10.53,0,24,3,901,0,0,0,2,0,0,780,844,0,0,0,0,0,AL,AL,272732,273686,39618,236496,37190,37190,18540,0,19868,291176,0,0
2004,3,1,2,1,1,0,4,20,0,3,4,3,0,0,0,0,0,0,0,-69191,69127,0,0,69127,0,0,0,0,0,0,0,0,6,1,0,334417,13741,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,64,0,0,0,-347730,-348158,0,19.88,0,19.86,1,2,2,911,0,1,0,18,585,0,0,0,0,1331,1331,0,0,GR,GR,4707972,0,390089,0,873,873,69191,0,70537,0,0,0
2004,2,0,1,1,1,0,4,54,0,2,3,20,0,0,0,0,0,0,0,-1212,1212,54292,57392,6641,6641,1,0,0,0,0,0,0,5,2,0,0,35798,0,0,0,0,0,0,0,0,54292,32,0,58,0,5429,0,2204,0,0,0,18584,18494,10,18.6,10,18.55,0,24,3,921,0,1,0,12,12400,0,0,0,0,0,0,0,0,CA,CA,54272,0,4810,0,12828,12828,3416,0,1212,59721,0,0
2001,3,1,1,1,1,0,3,18,12,2,3,19,0,0,0,0,0,0,0,-25695.28,25695.28,2334158.46,2334158.46,0,0,1,0,0,0,0,0,0,6,4,46238,7437,1938887,840,0,0,227506,15132,0,0,0,2334158,0,1024,14391,0,348035,0,0,0,0,0,-140801,341595,20,19.99,14.81,18.76,1,2,2,907,1,1,0,10,0,3875,0,0,15523,0,0,0,5450,BL,BL,2263507,0,150686,0,43118,43118,13270,0,13270,2679840,0,0
2002,2,0,1,1,1,0,4,35,0,0,0,17,0,0,0,0,0,0,0,-1034,1034,6392,0,0,0,0,0,0,0,0,0,0,5,1,81722,0,11671,0,0,0,0,0,0,0,0,6392,0,0,0,0,17622,0,0,0,0,0,-87001,-87001,19.99,19.98,19.99,19.98,0,25,2,909,0,0,1,17,0,0,0,0,0,0,0,0,0,BO,BO,6392,6392,0,8379,-1987,-1987,1034,0,1034,7670,0,0
2001,2,1,1,1,A,0,5,35,16,3,3,19,0,0,0,0,0,0,0,-7422.52,614.07,12130.02,28694.86,0,0,1,0,0,0,0,0,0,5,1,1080,678,8790,0,0,0,0,5427,0,0,0,12130,0,0,773,0,1341,0,6808,0,0,0,-3071,1582,20.01,20,11.06,18.53,0,25,2,903,0,0,0,17,0,0,0,0,0,0,0,0,0,GE,GE,12130,12130,0,23398,-11268,-11268,3834,0,3834,13471,0,0
2003,2,1,1,1,A,0,4,54,16,1,1,19,0,0,0,0,0,0,0,-2088,2088,149873,149873,22105,22105,1,0,0,0,0,0,0,5,2,21273,25610,48679,0,0,0,0,47522,1200,0,1200,149873,0,227,9704,0,20017,0,0,0,0,0,-11274,28581,20,19.85,13.36,18.22,0,24,2,909,0,1,1,6,0,24475,0,0,0,0,0,0,0,RE,RE,152066,0,30401,0,-13825,-13825,2088,0,2088,171090,1200,0
2003,3,0,1,1,1,0,4,106,0,3,3,2,0,0,0,0,0,0,0,-146022,114142,13124346,0,1455690,1446272,0,0,0,0,0,0,0,6,6,1667584,464483,4630752,0,0,0,0,0,3600,0,3600,13124346,201079,124680,48690,147,1341548,181903,181903,31880,0,0,4121740,4262030,10.64,17.15,10.22,16.43,1,3,2,901,0,1,0,13,19165,0,0,0,0,3178,3178,0,300,TO,TO,7530365,0,5129101,0,-110395,-110395,146022,0,146022,14793121,327370,0
2003,3,1,1,1,1,1,3,54,0,3,3,10,0,0,0,0,0,0,0,-414229,76843,33427246,0,5024307,5024307,0,0,0,0,0,0,0,6,7,1797512,534542,17073185,62189,278,56,1280,223254,19187,0,25659,33427246,1525,97134,384997,62322,4947464,0,208499,129005,0,0,1338476,7371124,18.15,19.65,14.61,19.28,1,4,2,909,0,1,0,8,15422,0,0,0,71435,24445,0,14936,0,FE,FE,34119136,0,8388484,0,329244,329244,414347,0,414229,39548764,1236376,0
2000,3,0,1,1,2,0,3,12,0,3,3,21,0,0,0,0,0,0,0,-6246.03,2650.46,6328.15,6741.83,0,0,0,0,0,0,0,0,0,6,1,0,0,16657,0,0,0,0,0,0,0,0,6328,0,0,0,0,1266,0,3596,0,0,0,-13252,-13252,20.01,20,20.01,20,1,2,2,919,0,1,0,17,0,30141,0,0,0,0,0,0,0,CS,CS,6329,0,0,0,-30141,-30141,6246,0,6246,7594,0,0
2002,2,0,AA,1,3,0,4,53,0,3,3,21,0,0,0,0,0,0,0,-10666,10666,346171,352364,0,0,0,0,0,0,0,0,0,5,3,0,0,371426,0,0,0,0,0,0,0,0,346171,0,3322,0,0,36700,11184,11184,0,0,0,-21933,-25255,10.6,12.87,10.6,12.75,0,25,2,915,0,1,1,11,0,3007,0,0,0,0,0,0,0,AQ,AQ,346171,0,0,0,8516,8516,10666,0,10666,382871,0,0
2004,3,1,2,1,2,0,4,30,38,3,2,19,0,0,0,0,0,0,0,-982813,705915,12709445,12709445,2061743,2043758,1,0,0,0,0,0,0,I,5,66933,0,7670588,0,0,0,0,0,780000,0,0,12709445,190222,21870,117642,2695,1355829,516684,793348,236,0,12042158,929191,1266744,11.24,18.55,10.65,18.02,0,37,2,903,0,0,0,8,51702,0,0,0,82996,0,0,81752,0,SP,SP,11260480,0,1546031,0,251502,251502,982812,0,982812,15308954,1246376,0
2003,2,0,1,1,8,0,3,18,0,2,3,3,0,0,0,0,0,0,0,-115880,79145,1990057,0,472157,472157,0,0,0,0,0,0,0,5,4,277350,0,198041,49,0,0,0,0,0,0,19500,1990057,29790,6386,22271,49,393012,27791,64526,0,0,0,-850350,-888397,19.95,16.74,19.75,16.4,0,25,2,920,0,1,1,2,35862,0,0,0,0,0,0,0,0,TP,TP,1862017,0,97475,0,78786,78786,115880,0,115882,2402520,19500,0
2003,3,0,2,1,1,1,4,20,0,3,3,34,0,0,0,0,0,0,0,-25620,25607,1086871,0,100010,100010,1,0,0,0,0,0,0,6,4,15177,0,78935,0,0,0,0,3572,0,0,0,1086871,2451,462,301,805,74403,15283,15295,0,0,0,-133994,293989,11.22,12.66,6.77,12.61,1,2,2,920,0,1,0,2,30415,0,0,0,0,0,0,0,0,AG,AG,1122113,0,287008,0,58863,58863,25619,0,25620,1160469,0,0
2002,3,1,1,1,3,1,4,82,0,3,3,10,0,0,0,0,0,0,0,-118029,117880,1350401,0,0,0,0,0,0,0,0,0,0,6,4,32760,0,555353,0,0,0,0,0,0,0,0,1350401,0,7925,1656,0,107270,6211,6360,0,0,0,136838,127257,7.94,18.55,7.94,18.41,1,2,2,913,0,1,0,8,15154,0,0,0,10707,0,0,10707,0,RM,RM,1410778,0,155168,0,31641,31641,118027,0,118027,1457672,0,0
2004,3,0,1,1,2,0,3,36,0,2,2,20,0,0,0,0,0,0,0,-142984,142984,7653596,7653596,332367,332367,1,0,0,0,0,0,0,6,5,101257,77190,1269849,14228,2197,439,4788816,235770,24449,4703,0,7653596,109892,3825,2887,43075,189383,308361,308361,0,0,735317,-941796,2479014,19.9,19.82,1.91,6.42,1,2,2,906,1,1,0,5,0,92921,0,0,27294,0,0,0,107921,TN,TN,7556916,0,1553789,0,82709,82709,142984,0,142984,7799904,0,0
2000,2,0,1,1,1,0,5,53,0,2,3,20,0,0,0,0,0,0,0,-24565.27,897.09,190181.64,190181.64,0,0,1,0,0,0,0,0,0,5,3,12471,599,51056,0,0,0,0,0,0,0,0,190182,0,1414,18389,0,25112,18697,42365,0,0,0,38237,26642,13.8,18.1,13.2,15.9,0,25,2,914,0,1,0,12,0,39486,0,0,0,0,0,0,0,,UNKNOWN,0,0,0,0,-23508,-23508,24565,0,24565,215294,0,0
2004,2,1,AA,1,2,0,4,53,0,3,3,3,0,0,0,0,0,0,0,-30165,34652,1247880,0,103223,103133,0,0,0,0,0,0,0,5,4,9080,28111,976716,0,0,0,0,0,3000,0,0,1247880,0,874,7046,0,68571,38711,38710,3109,0,1244880,230986,226066,5.51,10.18,5.49,10.1,0,25,2,901,0,1,0,8,54125,0,0,0,0,0,0,0,0,NO,NO,1244880,0,150974,0,81182,81182,30165,0,30166,1316451,0,0
2004,2,0,1,1,2,0,4,54,0,2,2,3,0,0,0,0,0,0,0,-21237,12224,153783,0,42981,42981,0,0,0,0,0,0,0,5,2,47081,0,14047,0,0,0,0,0,0,0,0,153783,0,270,0,0,30757,577,9590,0,133899,19884,-61153,-61423,20,20,20,19.97,0,25,2,918,0,1,0,11,0,3305,0,0,0,0,0,0,0,PZ,PZ,154921,0,0,0,1142,1142,21237,0,21237,184540,0,0
2004,3,1,2,1,1,0,4,45,48,3,3,19,0,0,0,0,0,0,0,-195549,146039,27561012,27561012,2414393,2413873,1,0,0,0,0,0,0,6,7,127343,115802,1446683,15503,0,0,0,0,0,0,0,27561012,0,4308,55148,15503,2268354,160319,209829,0,0,27561012,1104701,1045245,8.17,9.13,8.17,9.11,1,3,2,914,0,1,0,10,739080,0,0,0,407987,0,0,107215,0,,UNKNOWN,27275078,0,1092575,0,1261548,1236323,225867,0,225868,29813668,0,0
