ANN_IMPST,TIPO_DICH_ACCERT,FLG_PRES_ADESIONE,INNESCO,TIPO_CONTROLLO,TIPOLOGIA_CON,FLG_PRES_RICORSO,SETT_IMP,PESO,PESO_ADESIONE,AFFIDABILITA,SOLVIBILITA,STATO_CONTROLLO,FL_CONDONO,RIM_DA_RES_AUT,RIMB_NON_CONC,RIMB_NON_CONC_DEF,RIMB_NON_CONC_AUT,CREDITO_NON_RIC_AUT,DEBITO_IMPOSTA_AUT,IVA_OP_IMPON_DIC,CREDITI_IVA_DIC,VOL_AFF_DICH,VOL_ACC_DEF,DETR_IVA_DIC,DETR_IVA_ACC,FLG_PRES_RISCOSS,INDAGINE_BANCARIA,MAG_IMP_IRPEF_ACC,MAG_IMP_IRPEF_DEF,MAG_IMP_RIT_ACC,MAG_IMP_RIT_DEF,DEBITI_IVA_DIC,COD_MOD_DICH,COD_CLASSE_VOLUME,IMP_BEN_AMM,IMP_BEN_NO_AMM,IMP_BENI_ALTRI,IMP_INTRA_IMPOST,IMP_IMPOR_IMPON,IMP_IMPOR_IMPOST,IMP_ESPORTAZ,IMP_OPER_INT,IMP_VE_OPESEN,IMP_OPER_NOIMP,IMP_CESS_BENI,IMP_VE_VOLAFF,IMP_ACQ_NOIMP,IMP_ACQ_ESENTI,IMP_ACQ_NODETR,IMP_OPER,IMP_IVA_DEB,IMP_CREDAP_COMP,IMP_CRED_AP,IMP_VERS_PERIOD,IMP_CONSUM_IMPON,IMP_SOGG_IVA_IMPON,IMP_V_AGG_IMPON,IMP_V_AGG_IVA,VAL_ALIQ_M_VOL_IMP,VAL_ALIQ_M_ACQ_IMP,VAL_ALIQ_MEDIA_VOL,VAL_ALIQ_MEDIA_ACQ,FLG_PRES_BILANCIO,COD_NATURA_GIUR,COD_STATO_DOC,COD_DIR_REG,FLG_VC,FLG_RF,FLG_FC,COD_ATTIV_GEN,IMP_UTIL_CONTEC,IMP_PERD_CONTEC,IMP_RIM_FINALI,IMP_ESISTZ,IMP_IMPST_NETTA,IMP_ECC_PREC,IMP_ECC_PREC_F24,IMP_IMPST_DEBITO,IMP_IMPST_CREDIT,cod_uff_prov_gen,cod_uff_ann_gen,imp_ricavi_comp_attiv,imp_tot_pos,imp_sps_prest_lavoro,imp_tot_neg,imp_redd_lrd_attiv,imp_redd_imp_attiv,VAR_CREDITO,VAR_RIMBORSO,VAR_DETRAZIONE,VAR_VOL_AFF_POS,VAR_VOL_AFF_NEG,CNR_S_AND_EXT_Obi
2003,3,1,1,1,1,1,4,53,0,3,3,10,0,0,0,0,0,0,0,-5152,3579,730710,0,78154,78154,0,0,0,0,0,0,0,6,4,46309,46864,114109,0,0,0,0,0,0,0,0,730710,0,0,55,0,74575,0,1573,0,0,0,225628,225573,10.21,15.47,10.21,15.47,1,2,2,913,0,1,0,12,5061,0,0,0,6091,0,0,6090,0,RM,RM,848347,0,211858,0,21162,21162,5152,0,5152,805285,0,0
2002,3,1,1,1,1,0,3,33,12,3,3,19,0,0,0,0,0,0,0,-162735,117541,4814011,4814011,0,0,1,0,0,0,0,0,0,6,4,0,0,4386526,0,0,0,0,4788,0,0,0,4814011,110460,546,16577,0,615929,0,45194,0,0,0,-695480,427485,20,19.99,12.35,16.72,1,2,2,907,1,1,0,13,929,0,0,0,334,0,0,0,3368,VR,VR,4786108,0,376741,0,929,929,162735,0,162735,5408775,0,0
2000,2,0,1,1,1,0,9,18.55,0,0,0,29,3,0,0,0,0,0,0,-23236.95,18371.4,96397.71,0,0,0,0,0,0,0,0,0,0,5,2,79610,0,13735,0,0,0,0,0,0,0,0,96398,0,0,0,0,11223,0,4866,0,0,0,-91881,-51597,20,20,11.64,20,0,24,2,916,0,1,0,6,0,4137,0,0,0,0,0,0,0,CB,CB,0,0,0,0,-2074,-2074,23237,0,23237,107621,0,0
2004,3,1,2,1,1,0,4,30,0,3,3,3,0,0,0,0,0,0,0,-140746,43350,6012674,0,615702,615527,0,0,0,0,0,0,0,6,5,9179,105370,485914,423350,0,0,2064480,69388,0,39793,506128,6012674,3313,20043,13490,429570,572352,35646,35646,97396,0,713908,-2384266,517100,20,19.87,2.37,11.2,1,2,2,904,1,1,0,6,105231,0,0,0,81011,6943,6943,1092,0,LO,LO,6015033,0,172205,0,245488,245488,140746,0,140746,6661584,506128,0
2003,3,0,1,1,1,0,4,164,0,2,2,20,0,0,0,0,0,0,0,-2594485,23591,6120002,6120002,1247591,1247591,1,0,0,0,0,0,0,6,5,3807465,0,568506,0,0,0,0,0,0,0,0,6120002,0,136,12879,0,1224000,30696,2601590,0,0,0,-117954,-130969,20,20,20,19.96,1,3,2,904,0,1,0,16,665517,0,0,0,0,1328,1328,0,434,MI,MI,4705490,0,0,0,774567,774567,2594485,0,2594485,7344002,0,0
2000,2,0,2,1,1,0,4,13,0,0,0,17,0,0,0,0,0,0,0,-10131.33,7337.3,1103158.13,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1076123,0,0,0,0,0,0,0,0,1103158,0,0,0,0,44143,0,2794,0,0,0,27035,27035,4,4.78,4,4.78,0,25,2,917,0,1,0,10,0,3453,0,0,0,0,0,0,0,FG,FG,0,0,0,0,-2661,-2661,10131,0,10142,1147301,0,0
2003,3,1,1,1,1,0,4,82,0,2,3,8,0,0,0,0,0,0,0,-47875,3648,1949912,0,202997,202935,0,0,0,0,0,0,0,6,4,166206,0,549855,17,0,0,0,0,0,0,0,1949912,0,0,10433,0,199349,0,30661,13566,0,0,772715,762282,10.22,17.24,10.22,17.09,1,2,2,915,0,1,0,12,78,0,0,0,8249,1796,0,6453,0,AQ,AQ,1948129,0,700056,0,24262,24262,47875,0,47875,2149261,0,0
2002,6,0,1,1,1,0,3,12,0,3,3,18,0,0,0,0,0,0,0,-7362,7362,27553,0,0,0,0,0,0,0,0,0,0,U,1,2812,0,62628,0,0,0,0,0,0,0,0,27553,0,0,668,0,5511,0,0,0,0,0,-37219,-37887,20,19.87,20,19.67,0,0,2,912,0,0,0,8,0,0,11384,0,0,0,0,0,0,PG,PG,77553,88937,0,90079,-1142,-1142,7362,0,7362,33064,0,0
2002,3,0,2,1,1,0,4,8,0,3,3,21,0,0,0,0,0,0,0,-15739,16189,176302,176471,0,0,0,0,0,0,0,0,0,6,2,0,0,172281,0,0,0,0,0,0,0,0,176302,0,0,1903,0,17886,18947,18497,0,0,0,5924,4021,10.15,20,10.15,19.78,0,50,2,920,0,1,0,6,0,268505,0,0,0,0,0,0,0,PA,PA,177646,0,90134,0,-252844,-252844,15739,0,16189,194188,0,0
2003,2,1,1,1,3,0,5,82,24,3,3,19,0,0,0,0,0,0,0,-23760,23760,430788,455495,68017,68017,1,0,0,0,0,0,0,5,3,85046,0,99889,0,0,0,0,0,0,0,0,430788,0,0,16611,0,44257,1485,1485,0,0,0,-31865,-48476,10,14.7,10.27,14.19,0,25,2,915,0,1,0,12,0,39704,0,0,0,0,0,0,0,AQ,AQ,391625,0,31583,0,15701,15701,23760,0,23760,473867,0,0
2003,3,0,1,1,1,0,4,176,0,2,5,2,0,0,0,0,0,0,0,-1260812,1084230,36217340,0,7481451,7383651,0,0,0,0,0,0,0,6,7,14659979,1297001,1182569,34154,592170,118434,2199095,0,233753,0,26500,36217340,200984,370171,276220,66949,6397221,0,156024,20558,0,0,-5760035,-2041532,20,20,17.48,19.55,1,3,3,910,0,1,0,3,0,7890031,0,0,0,0,0,0,82,AP,AP,36415867,0,3022352,0,-342504,-342504,1260812,0,1240254,42574111,26500,0
2000,3,1,1,1,1,1,3,99,0,1,2,10,0,0,0,0,0,0,0,-428509.97,1099065.21,62739119.03,0,0,0,0,0,0,0,0,0,0,6,8,242921,0,3338451,0,0,0,0,1047110,19006,0,427238,62739119,6382,0,75580,0,2452078,258228,305548,0,0,0,-5880997,-2662860,4.12,5.44,3.9,5.43,1,3,3,909,0,1,0,10,0,202424,0,0,16927,124917,0,0,108035,PR,PR,61547297,0,1055106,0,141812,141812,428510,0,438543,65615836,427238,0
2003,2,1,1,1,A,0,5,35,0,3,3,8,0,0,0,0,0,0,0,-28901,23933,359901,0,61238,61238,0,0,0,0,0,0,0,5,3,9345,33017,21433,0,0,0,0,0,0,0,300,359901,0,4888,163,0,37305,8002,12970,0,0,0,53992,48641,10.36,20,10.37,19.67,0,24,2,907,0,0,1,8,0,0,9400,4800,0,0,0,0,0,VE,VE,360201,370730,22703,333973,36757,36757,28901,10000,18901,397506,300,0
2000,2,0,1,1,1,0,4,113.4,0,0,0,29,3,0,0,0,0,0,0,-13928.33,13928.33,615194.68,0,0,0,0,0,0,0,0,0,0,5,4,140708,0,66611,0,0,0,0,0,0,0,0,615195,0,0,1425,0,61652,1574,1574,0,0,0,88184,86758,10.02,14.34,10.02,14.3,0,25,2,910,0,1,0,12,42738,0,0,0,0,0,0,0,0,AP,AP,0,0,0,0,58365,58365,13928,0,13928,676847,0,0
2002,3,1,1,1,3,0,4,53,24,3,3,19,0,0,0,0,0,0,0,-4225,3905,111387,118687,0,0,1,0,0,0,0,0,0,6,2,12352,196,72903,0,0,0,0,0,0,0,0,111387,0,16274,121,0,11139,7068,7388,0,0,0,11530,-4865,10,15.07,10,12.94,1,2,2,903,0,1,0,12,246,0,0,0,0,1380,1380,0,0,SP,SP,111372,0,22090,0,7542,7542,4225,0,4226,122526,0,0
2002,2,0,1,1,1,0,3,18,0,0,0,17,0,0,0,0,0,0,0,-12745,2930,995042,0,0,0,0,0,0,0,0,0,0,5,4,69273,121476,260278,803,0,0,908,399516,305,0,0,995042,0,1287,5816,0,111676,0,9815,0,0,0,-27453,406123,20,19.7,11.14,19.46,0,24,2,907,0,1,1,6,5417,0,0,0,0,0,0,0,0,VI,VI,0,0,0,0,-170858,-170858,12745,0,12745,1105915,0,0
2003,2,1,1,1,A,0,4,35,0,3,3,2,0,0,0,0,0,0,0,-24913,8299,87504,0,26807,26807,0,0,0,0,0,0,0,5,2,34105,13655,20137,0,0,0,0,0,0,0,0,87504,0,83,7027,1225,18508,5549,22163,0,0,0,-47676,-53697,20,19.99,19.75,18.98,0,25,2,913,0,0,1,6,0,0,33875,11450,0,0,0,0,0,FR,FR,87504,121379,44844,163197,-41818,-41818,24913,0,30462,104787,0,0
2002,2,1,1,1,2,0,5,53,0,3,3,2,0,0,0,0,0,0,0,-9791,7808,118043,0,0,0,0,0,0,0,0,0,0,5,2,0,0,10926,0,0,0,0,0,805,0,0,118043,0,0,0,0,23448,0,1983,0,0,0,-39209,-38404,20,20,19.86,19.98,0,24,2,913,0,0,1,11,0,0,218708,160205,0,0,0,0,0,RM,RM,118043,336751,0,316651,20100,20100,9791,0,9791,141491,0,0
2001,2,1,1,1,A,0,1,53,24,2,2,19,0,0,0,0,0,0,0,-18496.9,3066.2,172958.83,184648.84,0,0,1,0,0,0,0,0,0,5,2,2005,0,21495,0,0,0,0,0,0,0,0,172959,0,0,8,0,17296,3533,18963,0,0,0,37539,37532,10,15.04,10,15.04,0,24,2,911,0,0,0,12,0,0,12743,4730,0,0,0,0,0,LI,LI,172959,185745,777,159810,25935,25935,9553,0,9553,190255,0,0
2003,3,1,2,1,1,0,4,30,38,3,3,19,0,0,0,0,0,0,0,-346344,539353,6569060,6491734,621729,621729,1,0,0,0,0,0,0,6,5,113145,186316,781570,1735,0,0,4037363,0,0,2510,5258,6569060,386172,28,22027,1735,82376,127120,127120,0,0,0,-2723844,740647,20,19.88,1.23,10.67,1,2,2,907,1,1,0,3,0,6883,0,0,1446,4883,0,0,5365,VI,VI,6471696,0,760607,0,80564,80564,346344,0,346344,6654959,5258,0
2000,3,0,1,1,3,0,4,53,0,4,4,21,0,0,0,0,0,0,0,-41116.68,39127.29,626207.61,989774.15,0,0,0,0,0,0,0,0,0,6,4,85358,71007,794628,0,0,0,0,0,0,0,0,626208,0,26943,102129,0,125241,0,0,1989,0,0,-195713,-324785,20,20,20,17.28,1,3,2,904,0,1,0,8,0,74575,0,0,0,0,0,0,0,BG,BG,664140,0,30272,0,-9609,-9609,41117,0,41117,751449,0,0
2003,3,1,1,1,1,1,4,53,0,1,2,10,0,0,0,0,0,0,0,-14337,14337,3664723,0,288317,288317,0,0,0,0,0,0,0,6,4,51662,63820,319713,0,0,0,0,0,631,0,0,3664723,0,4,1596,0,273980,8858,8858,0,0,0,451996,451027,7.48,8.98,7.48,8.97,1,2,2,904,0,1,0,10,17146,0,0,0,0,13637,8980,0,13995,VA,VA,3661666,0,281793,0,40921,40921,14337,0,14337,3938700,0,0
2001,3,1,2,1,1,0,4,30,38,2,2,19,0,0,0,0,0,0,0,-3383455.3,330372.31,17419888.24,17419888.24,0,0,1,0,0,0,0,0,0,6,6,23983331,0,1106866,0,5921400,379414,1475028,4227108,4371,0,17771798,17419888,54765,82165,213158,0,5650543,0,0,0,0,0,-1661444,-16860284,20,20,32.43,17.45,1,3,2,909,1,1,0,10,1937897,0,0,0,791240,0,0,786913,0,PC,PC,15505324,0,505522,0,2872956,2872956,0,0,0,40840548,17771798,0
2002,3,0,1,1,1,0,4,35,0,2,2,3,0,0,0,0,0,0,0,-4423,3415,15843,0,0,0,0,0,0,0,0,0,0,6,1,0,0,17277,0,0,0,0,0,15740,0,0,15843,0,0,99,0,21,0,1008,0,0,0,-17075,-1434,20.39,20,0.13,19.89,1,2,2,913,0,1,0,18,0,4102,0,0,0,0,0,0,181,LT,LT,15740,0,0,0,-4102,-4102,4423,0,3415,15864,0,0
2003,3,0,2,1,1,0,4,30,0,3,3,2,0,0,0,0,0,0,0,-1000838,652668,13869532,0,1197512,1185458,0,0,0,0,0,0,0,6,6,62001,0,1307923,0,0,0,0,365734,0,0,0,13869532,0,0,5611,0,544844,85107,433277,0,0,0,176497,551913,4.04,9,3.93,8.99,1,2,2,920,0,1,0,10,44238,0,0,0,45935,31995,32000,13947,0,RG,RG,13841349,0,154350,0,135102,135102,1000838,0,1000838,14414376,0,0
2003,3,0,1,1,3,0,9,53,0,2,3,20,0,0,0,0,0,0,0,-4145,4005,0,0,4005,4005,1,0,0,0,90,90,0,6,1,0,0,20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,-20026,-20026,0,20,0,20,1,2,2,917,0,1,0,3,0,0,0,0,0,0,0,0,0,BR,BR,0,0,0,0,0,0,4145,0,4145,0,0,0
2002,3,1,2,1,2,1,4,30,0,3,3,12,0,0,0,0,0,0,0,-32735,10243,5629238,0,0,0,0,0,0,0,0,0,0,6,5,41471,0,113420,847,0,0,0,0,0,0,0,5629238,0,3968,7489,0,226938,0,22492,0,0,0,233004,221547,4.02,4.4,4.02,4.39,1,2,2,914,0,1,0,10,14282,0,0,0,7300,16489,16489,0,243,,UNKNOWN,5634525,0,107227,0,21805,21805,32735,0,32735,5855329,0,0
2004,3,1,2,1,1,0,4,20,29,1,1,19,0,0,0,0,0,0,0,-86348,76255,5494075,5494075,658160,658117,1,0,0,0,0,0,0,6,5,8620,91667,745569,5655,57493,11499,1416176,884652,0,900,1211,5494075,19641,748,18510,5655,581905,48585,58678,0,0,2881251,-409559,1164906,20,20,10.49,15.2,1,2,2,910,1,1,0,10,0,33460,0,0,21179,84505,84505,20483,0,AP,AP,4694455,0,672717,0,64180,64180,86348,0,86348,6071536,1211,0
2000,3,0,1,1,1,0,3,18,0,3,3,21,0,0,0,0,0,0,0,-340.86,13441.82,581749.96,581953.96,0,0,0,0,0,0,0,0,0,6,4,0,0,60807,0,0,0,0,0,0,0,0,581750,0,0,0,0,32393,6682,6682,0,0,0,-4302,121523,7.11,9.96,5.57,9.96,1,2,2,911,0,1,0,10,0,4681,0,0,430,0,0,430,0,LU,LU,581750,0,94562,0,1162,1162,341,0,341,614142,0,0
2003,2,1,1,1,1,1,4,35,0,3,3,10,0,0,0,0,0,0,0,-3900,2484,117753,0,8044,8044,0,0,0,0,0,0,0,5,2,16314,0,16131,0,0,0,0,0,0,0,2292,117753,0,4125,0,0,5560,0,1416,0,0,0,52033,45616,4.63,11.83,4.72,11.15,0,24,2,914,0,0,1,2,0,0,380,1398,0,0,0,0,0,BN,BN,117752,118424,30600,97870,20554,20554,3900,0,3900,125604,2292,0
2003,3,0,1,1,8,1,4,18,0,3,3,10,0,0,0,0,0,0,0,-321162,101656,2332972,0,567783,567783,0,0,0,0,0,0,0,6,4,15592,0,93171,310,0,0,0,0,0,0,0,2332972,0,3928,3409,310,466127,42024,251978,9552,0,0,-511675,-516564,19.99,19.98,19.97,19.93,1,2,2,920,0,1,0,10,1107495,0,0,0,87618,0,0,70685,0,CT,CT,2333648,0,77750,0,257700,257700,321162,0,321162,2798789,0,0
2004,3,0,1,1,3,0,4,35,0,3,3,21,0,0,0,0,0,0,0,-957,957,0,15180,957,682,0,0,0,0,0,0,0,6,1,0,0,5558,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,-4783,-5558,0,20.01,0,17.22,1,2,2,913,0,1,0,10,0,95006,0,0,0,0,0,0,0,RM,RM,0,0,53795,0,-95006,-95006,957,0,957,0,0,0
2002,3,0,1,1,3,0,4,164,0,3,3,2,0,0,0,0,0,0,0,-67923,549444,6667364,0,0,0,0,0,0,0,0,0,0,6,5,22584,151740,4573644,0,0,0,0,0,0,0,1000,6667364,0,345,21267,0,664406,85746,85746,0,0,0,-1458942,-1481554,9.96,14.94,9.97,14.9,1,2,2,907,0,1,0,8,0,3120287,0,0,0,0,0,0,39129,VR,VR,6325074,0,279826,0,-3029341,-3029341,67923,0,67923,7332770,1000,0
2002,3,0,1,1,1,0,4,0,0,0,0,17,3,0,0,0,0,0,0,-1078949,1042656,7688449,0,0,0,0,0,0,0,0,0,0,6,5,385088,7038459,4597297,8446,64120,10744,0,462381,287568,0,0,7688449,11807,400127,125529,0,1541263,367121,403414,0,0,0,-6314750,-6540193,20,19.66,19.19,18.92,1,10,2,904,0,1,0,18,0,1430306,0,0,0,11978,11978,0,21796,MI,MI,17208013,0,6943748,0,1726977,1726977,1078949,0,1078949,10091162,927427,0
2001,3,1,1,1,1,0,4,164,36,2,2,19,0,0,0,0,0,0,0,-94794.11,94793.08,5496535.09,5496535.09,0,0,1,0,0,0,0,0,0,6,5,159627,81170,412077,32555,154954,8206,2198665,764359,82633,4085,90380,5496535,3248,655,24332,0,435512,43739,43740,0,0,0,-626086,1412304,19.58,19.82,7.3,12.98,1,2,2,909,1,1,0,4,0,93145,0,0,0,0,0,0,51678,PC,PC,5431540,0,1339259,0,-3427,-3427,48957,0,48957,5988176,90380,0
2003,2,1,2,1,1,0,4,20,29,3,3,19,0,0,0,0,0,0,0,-27046,26719,344676,400269,60958,60958,1,0,0,0,0,0,0,5,3,138313,52,104702,1,0,0,0,0,0,0,200,344676,0,0,141,1,34239,0,327,0,0,0,-19014,-19355,9.93,16.75,9.93,16.75,0,25,2,906,0,1,1,12,0,103856,0,0,0,0,0,0,0,TN,TN,344676,0,171277,0,-100724,-100724,27046,0,27046,379115,200,0
2004,2,1,1,1,A,0,4,35,0,3,3,8,0,0,0,0,0,0,0,-4420,571,26590,0,5889,5889,0,0,0,0,0,0,0,5,1,22229,0,8844,0,0,0,0,0,0,0,0,26590,0,98,1531,0,5318,0,0,3886,0,26590,-2854,-4483,20,20,20,18.95,0,24,2,904,0,0,0,17,0,0,0,0,0,0,0,0,0,BG,BG,26590,26590,0,17485,9105,9105,4420,0,4420,31908,0,0
2005,3,0,1,1,8,0,3,18,0,3,3,3,0,0,0,0,0,0,0,-124178,124178,6582102,0,932455,932455,0,0,0,0,0,0,0,6,5,76536,31742,2350606,-1081,215901,1208,2161303,370375,0,3637,0,6582102,12946,2100,16688,-1081,808277,0,0,0,0,4046787,-621844,1432875,20,19.97,12.3,18.11,0,2,0,912,1,1,0,3,22020,0,0,0,18139,0,0,0,0,PG,PG,6553237,0,1240627,0,54967,54967,124178,0,124178,7391459,0,0
2003,2,0,1,1,A,0,4,35,0,2,3,18,0,0,0,0,0,0,0,-61,61,55468,0,2280,2280,0,0,0,0,0,0,0,5,2,105,0,2712,0,0,0,0,0,0,0,0,55468,0,0,0,0,2219,0,0,0,0,0,20450,20450,4,6.51,4,6.51,0,24,2,916,0,0,0,2,0,0,0,0,0,0,0,0,0,CB,CB,55468,55468,1953,41516,13952,13952,61,0,61,57687,0,0
2002,3,0,1,1,1,0,3,18,0,0,0,17,0,0,0,0,0,0,0,-117127,104928,3853043,0,0,0,0,0,0,0,0,0,0,6,4,66747,0,247634,14790,1186,237,853787,3855,2264,0,0,3853043,65638,1410,2831,0,547200,45345,55852,969,0,0,-602381,519919,20,19.98,13.81,19.57,1,2,2,909,0,1,0,10,127380,0,0,0,103394,20322,0,56661,0,BO,BO,3829004,0,267080,0,290448,289448,117127,0,116158,4385216,0,0
2004,3,1,1,1,A,0,4,53,0,3,3,2,0,0,0,0,0,0,0,-23715,23530,426180,0,30493,30493,0,0,0,0,0,0,0,6,3,4200,0,45209,0,0,0,0,252942,0,0,0,426180,0,0,35,0,6963,30112,30297,0,17176,156062,-39664,213243,4.02,14.32,1.63,14.32,1,2,2,916,0,1,0,2,0,26830,0,0,199,0,0,199,0,CB,CB,426139,0,197555,0,42657,42657,23715,0,23715,433143,0,0
2004,2,1,1,1,2,0,5,35,16,3,3,19,0,0,0,0,0,0,0,-51678,21050,72420,86650,35534,35534,1,0,0,0,0,0,0,5,2,292,0,4583,0,0,0,0,0,0,0,0,72420,0,62,514,0,14484,0,30798,0,29448,42972,-105250,-105826,20,20,20,19.94,0,25,2,914,0,0,0,9,0,0,236657,136120,0,0,0,0,0,BN,BN,73316,309973,0,313659,-3686,-3686,51678,0,51678,86904,0,0
2000,2,0,1,1,1,0,4,35,0,0,0,29,3,0,0,0,0,0,0,-54781.1,54781.1,19367.13,0,0,0,0,0,0,0,0,0,0,5,1,288062,0,5213,0,0,0,0,0,0,0,0,19367,0,0,0,0,3873,0,0,0,0,0,-273907,-273907,20,20,20,20,0,25,2,909,0,1,0,16,7727,0,0,0,0,0,0,0,0,BO,BO,0,0,0,0,8364,8364,54781,51646,3135,23240,0,0
2002,3,0,1,1,8,0,3,18,0,5,5,3,0,0,0,0,0,0,0,-22218,82392,2511125,0,0,0,0,0,0,0,0,0,0,I,4,2152,0,504422,37,0,0,243672,39786,0,0,0,2511125,0,1064,6664,0,96680,28452,28453,0,0,0,260610,534830,4.3,9.11,3.81,9.06,0,4,2,920,0,0,0,1,12,0,0,0,0,308,0,0,308,CT,CT,2024085,0,579620,0,1,1,22218,0,110845,2606865,0,0
2004,3,0,2,1,8,0,4,18,0,3,3,3,0,0,0,0,0,0,0,-24612,16263,1580969,0,174760,174760,0,0,0,0,0,0,0,6,4,75714,0,236189,0,0,0,0,0,0,0,0,1580969,0,178,0,0,158497,15639,7671,0,1576964,4005,335038,334860,10.03,14.03,10.03,14.02,1,2,2,911,0,1,0,12,0,34698,0,0,0,8462,8462,0,15514,LU,LU,1576340,0,293132,0,-11715,-11715,24612,0,24612,1739466,0,0
2005,3,0,2,1,1,0,5,8,0,3,3,3,0,0,0,0,0,0,0,-383791,291907,55873297,0,5365543,5361951,0,0,0,0,0,0,0,6,8,4576138,5462029,15742265,362675,13388,2678,7277900,1804194,18756,605876,18730,55873297,399787,22075,427639,901690,5073636,400000,491884,0,0,20859736,-6240548,14827138,20,19.8,7.47,13.07,0,3,0,901,1,1,0,5,2317146,0,0,0,0,0,0,0,0,VC,VC,52909017,0,9791960,0,1495540,1488082,383791,0,383791,60063974,18730,0
2002,2,1,1,1,3,0,5,35,16,3,3,19,0,0,0,0,0,0,0,-551,267,66995,72941,0,0,1,0,0,0,0,0,0,5,2,0,0,4031,0,0,0,0,0,0,0,0,66995,0,0,0,0,6732,254,436,103,0,0,632,632,10.05,10.55,10.05,10.55,0,24,2,920,0,0,0,11,0,0,3120,2494,0,0,0,0,0,TP,TP,66996,70116,0,71636,-1520,-1520,551,0,551,73727,0,0
2004,3,0,1,1,2,0,4,53,0,1,3,10,0,0,0,0,0,0,0,-15460,4057,316789,0,32306,32306,0,0,0,0,0,0,0,6,3,15417,0,6198,0,0,0,0,0,0,0,0,316789,0,0,0,0,28249,0,9350,2092,282493,0,59692,93988,10,14.5,8.92,14.5,1,2,0,913,0,1,0,12,0,85948,0,0,0,0,0,0,0,RM,RM,316173,0,112071,0,-84748,-84748,15460,0,13368,345038,0,0
2003,2,0,2,1,8,1,4,18,0,3,3,10,0,0,0,0,0,0,0,-13000,6973,349128,0,25291,22506,0,0,0,0,0,0,0,5,3,17241,24130,69099,0,0,0,0,0,0,10,12024,349128,0,25,619,0,18318,8553,14609,0,0,0,180623,167965,5.07,14.01,5.25,13.96,0,24,2,907,0,1,1,2,29581,0,0,0,0,0,0,0,0,TV,TV,349133,0,67132,0,39264,39264,13000,0,14182,379470,12024,0
2001,3,1,2,1,1,0,4,20,29,3,3,19,0,0,0,0,0,0,0,-11146.69,3050.71,1667582,1689653.3,0,0,1,0,0,0,0,0,0,6,4,73971,174898,693982,0,0,0,0,18982,0,0,111555,1667582,0,22068,29390,0,350118,16282,20271,4107,0,0,-16090,-150562,20,19.99,21,19.42,1,2,3,904,0,1,0,10,15308,0,0,0,11612,0,0,2948,0,VA,VA,1642823,0,0,0,32255,32255,5757,0,5757,2129255,111555,0
2002,3,1,1,1,2,0,4,53,0,0,0,17,0,0,0,0,0,0,0,-5351,5352,305348,0,0,0,0,0,0,0,0,0,0,6,3,634,0,29954,426,0,0,0,13654,0,0,0,305348,168550,15,7564,0,1714,4329,4328,0,0,0,-34910,-17145,19.96,19.97,0.03,2.19,1,2,2,911,1,1,0,10,0,62982,0,0,0,2016,0,0,2881,FI,FI,298548,0,9946,0,-46512,-46512,5351,0,5352,305445,0,0
2002,3,0,2,1,1,1,3,30,0,3,3,10,0,0,0,0,0,0,0,-344855,300892,8998407,0,0,0,0,0,0,0,0,0,0,6,5,109677,0,464634,3355,0,0,0,17664,664,0,0,8988882,0,41028,2656,0,1763995,0,0,43963,0,0,-1348825,-1382826,19.61,19.99,19.59,19.91,1,3,2,913,0,1,0,10,36626,0,0,0,31063,0,0,30815,0,RM,RM,8797827,0,643240,0,86285,86285,344855,0,344855,10749519,0,0
2003,2,1,AA,1,2,0,5,35,0,3,3,2,0,0,0,0,0,0,0,-44485,43683,83139,0,51363,51363,0,0,0,0,0,0,0,5,2,172500,0,131832,0,0,0,0,0,0,0,0,83139,0,44617,0,0,7680,4177,4979,0,0,0,-182979,-221193,10.01,19.78,9.24,16.88,0,25,2,913,0,0,0,13,0,0,0,0,0,0,0,0,0,VT,VT,83891,83891,32926,143905,-60014,-60014,44485,0,44485,90819,0,0
2002,2,0,1,1,8,0,4,18,0,3,2,36,0,0,0,0,0,0,0,-16231,1586,76770,80970,0,0,1,0,0,0,0,0,0,5,2,343,0,24849,0,0,0,0,0,0,0,0,76770,0,0,0,0,3418,597,15242,0,0,0,51350,51140,4.45,19.68,4.45,19.52,0,24,2,920,0,1,0,2,12239,0,0,0,0,0,0,0,0,CT,CT,76770,0,0,0,12831,12831,16231,0,16231,80188,0,0
2003,3,1,1,1,2,0,4,82,24,3,3,19,0,0,0,0,0,0,0,-160090,160089,2806265,2949100,408581,408581,1,0,0,0,0,0,0,6,4,234167,4040,642452,2198,0,0,1200528,2881,1364,0,3799,2806265,58505,1496,14585,2198,248492,144150,144151,0,0,0,-812100,376820,20,19.99,8.78,16.82,1,2,2,912,1,1,0,3,2879,0,0,0,3089,0,0,0,2907,PG,PG,2802379,0,367007,0,16260,16260,160090,0,160089,3056358,3799,0
